log_id,pipeline_id,domaine,date_run,statut,duree_sec,volume_lignes_traitees
LOG_001792,PIPE_FIN_04,Finance,2024-08-27 15:45:33,succès,3026.4,1523287
LOG_008387,PIPE_MAR_02,Marketing,2024-08-27 16:12:15,succès,2495.3,678637
LOG_000516,PIPE_MAR_05,Marketing,2024-08-27 17:59:14,succès,183.4,1199188
LOG_001213,PIPE_VEN_04,Ventes,2024-08-27 18:05:28,succès,3205.4,1920862
LOG_007369,PIPE_MAR_10,Marketing,2024-08-27 18:36:46,succès,3028.9,562198
LOG_008595,PIPE_VEN_10,Ventes,2024-08-27 19:10:40,succès,1687.5,687433
LOG_005940,PIPE_MAR_04,Marketing,2024-08-27 19:12:58,succès,1698.4,1826368
LOG_002160,PIPE_RH_06,RH,2024-08-27 19:18:17,succès,2146.8,749295
LOG_004832,PIPE_VEN_07,Ventes,2024-08-27 19:45:18,succès,3093.2,303668
LOG_008467,PIPE_RH_03,RH,2024-08-27 20:11:05,succès,923.2,1879379
LOG_003633,PIPE_MAR_07,Marketing,2024-08-27 20:34:02,échec,72.0,0
LOG_001357,PIPE_RH_01,RH,2024-08-27 20:53:38,succès,1155.5,865852
LOG_007119,PIPE_FIN_04,Finance,2024-08-27 21:02:34,succès,186.7,1426338
LOG_000671,PIPE_MAR_03,Marketing,2024-08-27 21:02:38,succès,3291.4,1667371
LOG_002532,PIPE_FIN_01,Finance,2024-08-27 21:36:20,succès,522.9,53123
LOG_001930,PIPE_RH_09,RH,2024-08-27 21:50:18,succès,1797.9,108059
LOG_005819,PIPE_FIN_04,Finance,2024-08-27 21:55:12,succès,115.1,1578492
LOG_004150,PIPE_VEN_03,Ventes,2024-08-27 21:58:35,succès,3157.5,450882
LOG_004004,PIPE_FIN_01,Finance,2024-08-27 22:56:54,avertissement,2029.7,900277
LOG_003546,PIPE_MAR_04,Marketing,2024-08-27 23:17:01,avertissement,2714.6,1834392
LOG_003232,PIPE_MAR_03,Marketing,2024-08-28 00:06:18,succès,2091.4,375338
LOG_002336,PIPE_FIN_08,Finance,2024-08-28 00:36:44,échec,75.2,0
LOG_004344,PIPE_FIN_01,Finance,2024-08-28 00:37:16,succès,156.8,429269
LOG_006811,PIPE_RH_10,RH,2024-08-28 00:49:05,succès,2470.3,1952693
LOG_003303,PIPE_MAR_06,Marketing,2024-08-28 01:51:51,échec,86.0,0
LOG_005032,PIPE_RH_08,RH,2024-08-28 02:31:24,échec,5.3,0
LOG_003750,PIPE_VEN_03,Ventes,2024-08-28 02:33:29,succès,679.2,1276082
LOG_003752,PIPE_VEN_09,Ventes,2024-08-28 02:36:00,avertissement,949.4,689499
LOG_000342,PIPE_FIN_02,Finance,2024-08-28 02:43:53,succès,869.5,1750489
LOG_001633,PIPE_FIN_06,Finance,2024-08-28 02:46:08,succès,3212.4,1125069
LOG_004038,PIPE_MAR_02,Marketing,2024-08-28 03:49:49,succès,3029.5,1085218
LOG_001182,PIPE_FIN_10,Finance,2024-08-28 03:52:06,succès,1572.4,1042283
LOG_001451,PIPE_FIN_09,Finance,2024-08-28 04:24:38,succès,88.5,1647114
LOG_003377,PIPE_RH_09,RH,2024-08-28 05:35:51,succès,3275.9,464370
LOG_001119,PIPE_RH_05,RH,2024-08-28 06:53:26,avertissement,3004.1,991090
LOG_002454,PIPE_RH_08,RH,2024-08-28 07:35:38,avertissement,3440.9,1824854
LOG_001268,PIPE_FIN_08,Finance,2024-08-28 07:56:02,succès,464.4,1893626
LOG_009538,PIPE_RH_08,RH,2024-08-28 08:15:46,succès,488.0,1133012
LOG_004179,PIPE_MAR_04,Marketing,2024-08-28 08:31:12,succès,738.8,1701996
LOG_009863,PIPE_FIN_10,Finance,2024-08-28 08:57:13,succès,3257.4,1185477
LOG_001369,PIPE_MAR_02,Marketing,2024-08-28 09:04:34,succès,2515.9,1741780
LOG_008774,PIPE_MAR_03,Marketing,2024-08-28 09:05:21,avertissement,1977.9,916462
LOG_004795,PIPE_MAR_05,Marketing,2024-08-28 09:40:16,succès,3511.6,903183
LOG_003704,PIPE_VEN_03,Ventes,2024-08-28 10:13:07,avertissement,1363.3,1651392
LOG_001897,PIPE_RH_03,RH,2024-08-28 10:15:33,succès,2590.3,1964148
LOG_006197,PIPE_MAR_01,Marketing,2024-08-28 10:33:31,succès,452.4,1453674
LOG_001885,PIPE_FIN_04,Finance,2024-08-28 11:03:06,succès,1073.9,1944408
LOG_005337,PIPE_VEN_05,Ventes,2024-08-28 11:15:20,succès,1814.1,523170
LOG_003483,PIPE_FIN_10,Finance,2024-08-28 11:20:21,succès,2067.3,1660542
LOG_000136,PIPE_RH_04,RH,2024-08-28 12:42:57,avertissement,2763.6,1602661
LOG_006234,PIPE_MAR_01,Marketing,2024-08-28 13:11:43,avertissement,2679.0,192320
LOG_007497,PIPE_VEN_02,Ventes,2024-08-28 13:30:59,succès,2073.4,229716
LOG_007681,PIPE_FIN_09,Finance,2024-08-28 13:32:23,succès,2156.9,1172642
LOG_000112,PIPE_VEN_09,Ventes,2024-08-28 13:41:57,succès,3470.7,127660
LOG_004536,PIPE_VEN_08,Ventes,2024-08-28 13:51:46,succès,404.8,794817
LOG_002568,PIPE_VEN_02,Ventes,2024-08-28 15:39:20,succès,1647.7,1955160
LOG_003462,PIPE_MAR_07,Marketing,2024-08-28 15:49:39,échec,103.1,0
LOG_002055,PIPE_FIN_01,Finance,2024-08-28 16:08:22,succès,733.6,554314
LOG_003440,PIPE_FIN_01,Finance,2024-08-28 16:49:26,succès,1360.1,951400
LOG_006430,PIPE_MAR_08,Marketing,2024-08-28 17:12:40,succès,1943.0,1838280
LOG_004043,PIPE_RH_01,RH,2024-08-28 17:48:14,succès,1741.8,87021
LOG_001580,PIPE_FIN_08,Finance,2024-08-28 18:38:08,succès,3436.6,1369114
LOG_009172,PIPE_VEN_06,Ventes,2024-08-28 18:39:13,succès,2883.9,1142021
LOG_008429,PIPE_RH_05,RH,2024-08-28 18:45:12,succès,278.7,1262570
LOG_001278,PIPE_MAR_08,Marketing,2024-08-28 19:09:00,succès,3506.2,756603
LOG_002595,PIPE_FIN_07,Finance,2024-08-28 19:25:07,échec,16.1,0
LOG_002413,PIPE_MAR_01,Marketing,2024-08-28 19:49:49,succès,1269.6,1127872
LOG_005458,PIPE_MAR_09,Marketing,2024-08-28 20:15:35,succès,2630.8,1470894
LOG_008405,PIPE_VEN_03,Ventes,2024-08-28 20:17:52,succès,2215.8,883795
LOG_005233,PIPE_RH_10,RH,2024-08-28 22:14:54,succès,916.9,1956447
LOG_003709,PIPE_FIN_07,Finance,2024-08-28 22:45:26,succès,2466.6,683101
LOG_005533,PIPE_MAR_10,Marketing,2024-08-28 22:45:36,succès,2768.1,1489089
LOG_007007,PIPE_MAR_10,Marketing,2024-08-28 23:25:51,succès,1828.1,1363341
LOG_009280,PIPE_RH_10,RH,2024-08-29 00:29:19,échec,39.3,0
LOG_008347,PIPE_FIN_10,Finance,2024-08-29 00:41:53,succès,2436.1,1665954
LOG_001092,PIPE_MAR_08,Marketing,2024-08-29 01:07:35,succès,3234.3,642866
LOG_003184,PIPE_FIN_05,Finance,2024-08-29 01:16:27,succès,582.8,252267
LOG_007456,PIPE_VEN_09,Ventes,2024-08-29 01:28:49,succès,1188.9,661590
LOG_009828,PIPE_MAR_02,Marketing,2024-08-29 02:04:37,succès,768.4,514836
LOG_007675,PIPE_VEN_10,Ventes,2024-08-29 02:38:12,succès,2992.3,219937
LOG_009819,PIPE_VEN_08,Ventes,2024-08-29 02:39:57,succès,1613.5,937495
LOG_009617,PIPE_FIN_06,Finance,2024-08-29 03:23:01,succès,1942.2,241063
LOG_009911,PIPE_VEN_02,Ventes,2024-08-29 03:59:21,succès,914.7,968266
LOG_001339,PIPE_RH_06,RH,2024-08-29 05:03:05,avertissement,1095.2,1019159
LOG_003797,PIPE_VEN_04,Ventes,2024-08-29 05:42:52,avertissement,2128.4,1593949
LOG_000861,PIPE_RH_02,RH,2024-08-29 05:57:11,succès,86.8,438424
LOG_001615,PIPE_FIN_04,Finance,2024-08-29 06:16:35,succès,317.6,641118
LOG_008298,PIPE_MAR_01,Marketing,2024-08-29 07:52:03,succès,2341.5,6989
LOG_004931,PIPE_VEN_03,Ventes,2024-08-29 08:20:19,succès,622.1,358159
LOG_009400,PIPE_FIN_03,Finance,2024-08-29 09:02:39,succès,1812.3,1759630
LOG_006346,PIPE_MAR_07,Marketing,2024-08-29 09:38:16,succès,3471.1,942975
LOG_006257,PIPE_FIN_02,Finance,2024-08-29 09:51:19,avertissement,929.8,1710217
LOG_001434,PIPE_FIN_04,Finance,2024-08-29 10:03:31,succès,1360.6,329791
LOG_009769,PIPE_FIN_08,Finance,2024-08-29 10:18:40,succès,137.8,837095
LOG_005368,PIPE_FIN_02,Finance,2024-08-29 10:23:55,succès,780.7,886059
LOG_009951,PIPE_RH_07,RH,2024-08-29 10:37:54,succès,3265.5,410618
LOG_002127,PIPE_RH_06,RH,2024-08-29 11:20:52,succès,1970.7,1577253
LOG_006687,PIPE_VEN_10,Ventes,2024-08-29 12:28:52,succès,1518.2,1990250
LOG_001972,PIPE_MAR_02,Marketing,2024-08-29 14:14:06,succès,1159.0,554833
LOG_006103,PIPE_FIN_01,Finance,2024-08-29 14:23:46,succès,2614.4,473059
LOG_006252,PIPE_FIN_07,Finance,2024-08-29 14:30:34,succès,112.8,971291
LOG_003903,PIPE_FIN_01,Finance,2024-08-29 15:50:07,succès,3163.9,1581142
LOG_008755,PIPE_MAR_08,Marketing,2024-08-29 16:32:35,succès,2352.2,53616
LOG_008618,PIPE_FIN_08,Finance,2024-08-29 16:33:44,succès,2431.1,1058931
LOG_001781,PIPE_FIN_05,Finance,2024-08-29 16:34:20,échec,52.7,0
LOG_009737,PIPE_RH_07,RH,2024-08-29 16:56:22,échec,82.6,0
LOG_002114,PIPE_MAR_04,Marketing,2024-08-29 18:22:10,échec,108.7,0
LOG_001515,PIPE_FIN_08,Finance,2024-08-29 18:30:08,succès,2120.0,857389
LOG_000785,PIPE_VEN_08,Ventes,2024-08-29 18:46:11,succès,939.0,636738
LOG_009580,PIPE_MAR_05,Marketing,2024-08-29 19:00:53,avertissement,719.8,8439
LOG_008274,PIPE_FIN_04,Finance,2024-08-29 20:16:29,succès,3214.6,833037
LOG_008585,PIPE_VEN_10,Ventes,2024-08-29 20:33:56,échec,81.2,0
LOG_002278,PIPE_VEN_04,Ventes,2024-08-29 21:37:43,succès,99.3,1262420
LOG_006874,PIPE_VEN_03,Ventes,2024-08-29 21:53:37,succès,175.6,1715507
LOG_008099,PIPE_VEN_07,Ventes,2024-08-29 22:06:44,avertissement,2315.0,1746023
LOG_001872,PIPE_MAR_05,Marketing,2024-08-30 01:33:03,succès,2088.4,1471956
LOG_000779,PIPE_VEN_07,Ventes,2024-08-30 01:46:18,succès,2656.6,929474
LOG_008207,PIPE_VEN_08,Ventes,2024-08-30 01:54:21,succès,3033.7,708869
LOG_000162,PIPE_RH_02,RH,2024-08-30 02:45:22,succès,2318.4,688965
LOG_004256,PIPE_VEN_03,Ventes,2024-08-30 02:49:34,succès,114.6,22088
LOG_007837,PIPE_FIN_03,Finance,2024-08-30 02:54:42,succès,943.1,119420
LOG_000784,PIPE_FIN_09,Finance,2024-08-30 03:07:34,avertissement,1736.5,476422
LOG_005283,PIPE_MAR_07,Marketing,2024-08-30 03:21:03,succès,1540.5,491787
LOG_005432,PIPE_MAR_01,Marketing,2024-08-30 03:23:21,succès,143.6,757504
LOG_007486,PIPE_MAR_07,Marketing,2024-08-30 05:29:32,succès,1111.4,507602
LOG_000441,PIPE_MAR_02,Marketing,2024-08-30 05:29:40,succès,2629.2,1775272
LOG_000161,PIPE_RH_06,RH,2024-08-30 05:47:04,avertissement,2516.0,822095
LOG_002707,PIPE_FIN_04,Finance,2024-08-30 06:17:50,avertissement,601.6,212547
LOG_004728,PIPE_VEN_03,Ventes,2024-08-30 06:27:57,succès,1202.4,1800109
LOG_000151,PIPE_FIN_02,Finance,2024-08-30 06:36:19,succès,140.2,773398
LOG_004911,PIPE_VEN_01,Ventes,2024-08-30 06:54:20,succès,3006.1,509021
LOG_002115,PIPE_RH_03,RH,2024-08-30 06:58:28,succès,2542.8,373401
LOG_008912,PIPE_RH_03,RH,2024-08-30 08:02:08,succès,2381.3,1294732
LOG_001883,PIPE_VEN_10,Ventes,2024-08-30 08:08:01,succès,1571.8,1837063
LOG_004826,PIPE_FIN_01,Finance,2024-08-30 08:16:05,succès,2565.6,1512363
LOG_001560,PIPE_MAR_01,Marketing,2024-08-30 08:25:40,succès,1930.5,1776636
LOG_006905,PIPE_MAR_07,Marketing,2024-08-30 08:26:23,échec,16.9,0
LOG_001393,PIPE_RH_06,RH,2024-08-30 08:27:37,succès,2252.9,58553
LOG_007520,PIPE_FIN_02,Finance,2024-08-30 09:19:55,succès,3042.3,1874003
LOG_000008,PIPE_RH_03,RH,2024-08-30 09:32:47,succès,97.3,654321
LOG_005046,PIPE_RH_04,RH,2024-08-30 09:35:35,succès,3436.8,192408
LOG_005461,PIPE_VEN_01,Ventes,2024-08-30 09:54:32,succès,2870.1,1224012
LOG_002335,PIPE_MAR_09,Marketing,2024-08-30 10:06:48,succès,2779.1,1255133
LOG_002110,PIPE_MAR_01,Marketing,2024-08-30 10:07:54,succès,1265.7,716177
LOG_009666,PIPE_VEN_03,Ventes,2024-08-30 10:51:45,succès,3184.6,922485
LOG_006944,PIPE_MAR_02,Marketing,2024-08-30 10:53:04,avertissement,1874.5,705500
LOG_008559,PIPE_MAR_06,Marketing,2024-08-30 11:14:39,succès,2907.6,207102
LOG_002064,PIPE_FIN_07,Finance,2024-08-30 11:29:07,succès,3004.4,76666
LOG_004627,PIPE_VEN_10,Ventes,2024-08-30 12:01:01,succès,149.0,1969241
LOG_001808,PIPE_RH_10,RH,2024-08-30 12:05:31,succès,745.0,1514370
LOG_007125,PIPE_VEN_07,Ventes,2024-08-30 12:08:40,succès,1858.5,1698669
LOG_009835,PIPE_VEN_02,Ventes,2024-08-30 12:17:37,succès,359.6,1221523
LOG_008807,PIPE_FIN_05,Finance,2024-08-30 12:17:53,succès,2108.2,1570465
LOG_005049,PIPE_MAR_03,Marketing,2024-08-30 12:53:30,avertissement,374.6,1275726
LOG_002804,PIPE_FIN_01,Finance,2024-08-30 13:31:22,avertissement,1515.5,1379811
LOG_005430,PIPE_MAR_02,Marketing,2024-08-30 14:15:38,succès,3539.9,1932897
LOG_003888,PIPE_FIN_05,Finance,2024-08-30 14:17:20,succès,170.4,1835777
LOG_002794,PIPE_MAR_04,Marketing,2024-08-30 14:17:47,succès,1535.2,81760
LOG_000579,PIPE_FIN_06,Finance,2024-08-30 14:27:19,succès,1383.9,1234631
LOG_005745,PIPE_FIN_01,Finance,2024-08-30 14:49:44,succès,2840.2,87674
LOG_006924,PIPE_FIN_02,Finance,2024-08-30 15:23:25,succès,1566.6,351538
LOG_007583,PIPE_RH_02,RH,2024-08-30 15:48:26,succès,330.8,1296320
LOG_000951,PIPE_FIN_06,Finance,2024-08-30 16:04:44,succès,717.3,1590585
LOG_000230,PIPE_FIN_03,Finance,2024-08-30 16:44:24,échec,118.6,0
LOG_006693,PIPE_VEN_10,Ventes,2024-08-30 17:47:27,échec,104.3,0
LOG_005402,PIPE_RH_04,RH,2024-08-30 18:05:10,succès,1109.4,1964792
LOG_009288,PIPE_FIN_01,Finance,2024-08-30 18:45:25,succès,3145.3,1768627
LOG_004024,PIPE_VEN_07,Ventes,2024-08-30 18:57:03,avertissement,2204.2,1289404
LOG_009323,PIPE_FIN_10,Finance,2024-08-30 19:28:03,avertissement,2826.5,1233157
LOG_009824,PIPE_FIN_06,Finance,2024-08-30 19:44:56,succès,3233.0,1389518
LOG_001006,PIPE_FIN_03,Finance,2024-08-30 19:56:35,succès,2423.7,1744279
LOG_001398,PIPE_VEN_07,Ventes,2024-08-30 19:59:16,échec,95.0,0
LOG_009231,PIPE_MAR_05,Marketing,2024-08-30 20:07:18,succès,1961.3,594753
LOG_005871,PIPE_MAR_04,Marketing,2024-08-30 20:27:11,succès,2787.1,1650926
LOG_002505,PIPE_FIN_08,Finance,2024-08-30 20:53:52,succès,2683.2,478484
LOG_009190,PIPE_VEN_08,Ventes,2024-08-30 21:07:00,succès,3369.9,807769
LOG_009570,PIPE_RH_09,RH,2024-08-30 22:05:01,avertissement,2658.9,1086397
LOG_002885,PIPE_MAR_01,Marketing,2024-08-30 23:52:32,succès,150.2,911710
LOG_002672,PIPE_FIN_04,Finance,2024-08-31 00:19:58,succès,990.5,1499424
LOG_002218,PIPE_MAR_09,Marketing,2024-08-31 00:43:35,succès,1363.8,1942235
LOG_006895,PIPE_FIN_06,Finance,2024-08-31 01:10:15,succès,2071.3,1384382
LOG_007928,PIPE_MAR_08,Marketing,2024-08-31 01:34:28,succès,1824.9,877684
LOG_008494,PIPE_MAR_07,Marketing,2024-08-31 01:37:20,succès,2776.4,1128466
LOG_000429,PIPE_FIN_07,Finance,2024-08-31 01:41:35,succès,895.8,1351967
LOG_009310,PIPE_RH_01,RH,2024-08-31 01:43:02,succès,1018.2,1575800
LOG_008352,PIPE_FIN_06,Finance,2024-08-31 01:53:21,succès,1886.5,1311977
LOG_006061,PIPE_VEN_03,Ventes,2024-08-31 01:59:22,succès,2693.5,269083
LOG_006540,PIPE_VEN_06,Ventes,2024-08-31 02:03:56,succès,2748.7,1841176
LOG_006421,PIPE_RH_09,RH,2024-08-31 02:21:13,échec,46.3,0
LOG_009084,PIPE_FIN_08,Finance,2024-08-31 04:13:04,succès,1357.8,1237924
LOG_006722,PIPE_FIN_06,Finance,2024-08-31 04:16:40,succès,3312.7,1990160
LOG_005602,PIPE_VEN_07,Ventes,2024-08-31 04:17:26,succès,1653.7,657687
LOG_003706,PIPE_VEN_03,Ventes,2024-08-31 05:59:36,avertissement,2766.4,386472
LOG_005811,PIPE_MAR_01,Marketing,2024-08-31 06:08:14,succès,2485.6,921782
LOG_002116,PIPE_FIN_10,Finance,2024-08-31 06:31:39,succès,3007.8,572201
LOG_007658,PIPE_RH_04,RH,2024-08-31 06:33:42,succès,840.9,1027861
LOG_003760,PIPE_MAR_06,Marketing,2024-08-31 06:54:33,succès,3101.9,1939151
LOG_001563,PIPE_RH_08,RH,2024-08-31 08:19:22,succès,3394.7,1755870
LOG_006537,PIPE_FIN_03,Finance,2024-08-31 08:29:38,succès,436.1,1746019
LOG_008620,PIPE_RH_01,RH,2024-08-31 08:48:49,succès,2031.4,1836434
LOG_007404,PIPE_VEN_08,Ventes,2024-08-31 09:05:43,succès,1121.2,1962091
LOG_006546,PIPE_FIN_08,Finance,2024-08-31 09:22:34,succès,1792.0,1396074
LOG_006499,PIPE_RH_10,RH,2024-08-31 09:35:57,succès,3395.6,478048
LOG_006371,PIPE_FIN_01,Finance,2024-08-31 09:54:19,succès,1739.1,1384569
LOG_005597,PIPE_RH_04,RH,2024-08-31 10:04:42,succès,2312.7,5582
LOG_003298,PIPE_VEN_10,Ventes,2024-08-31 10:29:40,échec,9.0,0
LOG_001207,PIPE_MAR_02,Marketing,2024-08-31 10:57:00,succès,1712.1,516726
LOG_002357,PIPE_VEN_04,Ventes,2024-08-31 11:09:21,échec,88.0,0
LOG_000071,PIPE_VEN_07,Ventes,2024-08-31 11:44:52,succès,3195.3,1023400
LOG_000350,PIPE_RH_07,RH,2024-08-31 11:49:39,succès,334.0,1977630
LOG_002661,PIPE_RH_10,RH,2024-08-31 12:00:42,succès,622.8,1730500
LOG_000811,PIPE_RH_04,RH,2024-08-31 12:06:47,avertissement,2839.9,1587009
LOG_007382,PIPE_RH_10,RH,2024-08-31 12:52:27,succès,1961.1,924245
LOG_008960,PIPE_FIN_07,Finance,2024-08-31 13:18:02,avertissement,2050.5,37992
LOG_005490,PIPE_VEN_06,Ventes,2024-08-31 13:22:24,succès,257.4,290561
LOG_000259,PIPE_MAR_08,Marketing,2024-08-31 13:31:01,succès,2020.0,1959857
LOG_005007,PIPE_FIN_02,Finance,2024-08-31 13:44:48,succès,2760.7,1366899
LOG_007604,PIPE_RH_02,RH,2024-08-31 14:29:05,échec,12.7,0
LOG_001354,PIPE_FIN_09,Finance,2024-08-31 15:06:33,succès,332.2,208417
LOG_008189,PIPE_VEN_09,Ventes,2024-08-31 15:29:44,succès,604.5,869380
LOG_002026,PIPE_FIN_09,Finance,2024-08-31 15:47:02,succès,2011.6,1756747
LOG_008771,PIPE_VEN_03,Ventes,2024-08-31 16:06:32,succès,441.7,1465517
LOG_009573,PIPE_VEN_09,Ventes,2024-08-31 16:38:33,succès,107.4,811363
LOG_001108,PIPE_FIN_08,Finance,2024-08-31 16:51:31,succès,1844.0,117640
LOG_004848,PIPE_RH_05,RH,2024-08-31 17:02:12,succès,2912.9,372515
LOG_009167,PIPE_RH_04,RH,2024-08-31 17:10:54,succès,2636.1,1409549
LOG_005338,PIPE_VEN_06,Ventes,2024-08-31 18:26:53,succès,3378.3,1498302
LOG_003028,PIPE_RH_09,RH,2024-08-31 19:10:13,succès,7.4,1349721
LOG_007111,PIPE_MAR_03,Marketing,2024-08-31 19:22:27,succès,1909.8,1934632
LOG_004945,PIPE_RH_04,RH,2024-08-31 19:24:49,succès,2221.3,380184
LOG_002800,PIPE_FIN_06,Finance,2024-08-31 19:26:24,échec,29.4,0
LOG_003865,PIPE_RH_02,RH,2024-08-31 19:34:31,succès,2176.8,1354360
LOG_003513,PIPE_FIN_06,Finance,2024-08-31 19:56:48,succès,266.4,365591
LOG_004563,PIPE_VEN_04,Ventes,2024-08-31 21:10:37,avertissement,3397.5,1945513
LOG_000178,PIPE_FIN_01,Finance,2024-08-31 21:10:44,avertissement,3021.8,1363166
LOG_002231,PIPE_MAR_01,Marketing,2024-08-31 21:59:15,succès,267.6,1003165
LOG_000304,PIPE_VEN_10,Ventes,2024-08-31 22:11:56,succès,2782.3,1716372
LOG_000378,PIPE_MAR_08,Marketing,2024-08-31 22:13:33,succès,165.6,1490711
LOG_004797,PIPE_MAR_05,Marketing,2024-08-31 23:14:27,succès,1303.4,1511582
LOG_002239,PIPE_RH_01,RH,2024-08-31 23:36:53,échec,62.0,0
LOG_004265,PIPE_FIN_01,Finance,2024-09-01 00:07:45,succès,447.6,1957950
LOG_000505,PIPE_RH_06,RH,2024-09-01 01:03:53,succès,3187.7,186171
LOG_006732,PIPE_FIN_09,Finance,2024-09-01 01:28:46,succès,387.6,1261714
LOG_001561,PIPE_FIN_07,Finance,2024-09-01 01:38:39,succès,2872.1,1958683
LOG_004942,PIPE_RH_01,RH,2024-09-01 02:55:50,succès,2292.5,629417
LOG_007093,PIPE_RH_08,RH,2024-09-01 03:29:11,succès,1544.8,521502
LOG_003954,PIPE_FIN_02,Finance,2024-09-01 03:34:30,succès,1988.8,673184
LOG_003027,PIPE_VEN_03,Ventes,2024-09-01 03:50:59,succès,710.2,1572470
LOG_005679,PIPE_VEN_09,Ventes,2024-09-01 04:22:58,succès,2761.7,1695300
LOG_007240,PIPE_MAR_02,Marketing,2024-09-01 04:34:40,succès,2532.1,68917
LOG_000659,PIPE_FIN_04,Finance,2024-09-01 04:45:56,succès,3413.8,351152
LOG_004066,PIPE_FIN_01,Finance,2024-09-01 05:02:10,succès,1443.8,1936754
LOG_001173,PIPE_MAR_05,Marketing,2024-09-01 05:33:28,succès,2127.7,268950
LOG_009611,PIPE_MAR_03,Marketing,2024-09-01 05:34:57,succès,3159.4,1313004
LOG_009316,PIPE_RH_07,RH,2024-09-01 05:48:52,succès,134.6,975724
LOG_000612,PIPE_RH_08,RH,2024-09-01 06:15:42,succès,3492.7,105693
LOG_004839,PIPE_MAR_02,Marketing,2024-09-01 06:32:19,succès,533.7,1225983
LOG_002580,PIPE_MAR_03,Marketing,2024-09-01 06:37:21,succès,1251.7,364926
LOG_009254,PIPE_MAR_05,Marketing,2024-09-01 06:55:41,succès,164.6,1347943
LOG_003081,PIPE_FIN_08,Finance,2024-09-01 07:15:50,succès,3504.0,1178786
LOG_006067,PIPE_VEN_05,Ventes,2024-09-01 07:44:56,succès,2980.9,936994
LOG_004208,PIPE_MAR_02,Marketing,2024-09-01 07:47:11,échec,36.2,0
LOG_005132,PIPE_VEN_06,Ventes,2024-09-01 07:53:09,succès,3060.0,1361168
LOG_001921,PIPE_RH_03,RH,2024-09-01 08:42:37,succès,1621.0,279475
LOG_007609,PIPE_FIN_10,Finance,2024-09-01 08:47:26,succès,3398.4,1373009
LOG_005599,PIPE_RH_09,RH,2024-09-01 10:31:00,succès,854.5,396651
LOG_001502,PIPE_VEN_09,Ventes,2024-09-01 10:56:13,succès,2269.1,135611
LOG_003869,PIPE_FIN_08,Finance,2024-09-01 11:00:19,succès,2071.2,1252583
LOG_003649,PIPE_VEN_01,Ventes,2024-09-01 11:32:08,succès,1179.3,376455
LOG_001431,PIPE_MAR_03,Marketing,2024-09-01 11:48:16,succès,1894.1,1013647
LOG_008079,PIPE_VEN_01,Ventes,2024-09-01 12:31:28,succès,3151.3,621565
LOG_000114,PIPE_FIN_02,Finance,2024-09-01 13:08:59,succès,241.1,576850
LOG_006040,PIPE_RH_03,RH,2024-09-01 13:58:38,succès,649.6,425987
LOG_002125,PIPE_MAR_01,Marketing,2024-09-01 14:21:45,succès,2268.0,1823215
LOG_002275,PIPE_RH_04,RH,2024-09-01 14:25:11,succès,935.6,467534
LOG_001180,PIPE_FIN_07,Finance,2024-09-01 14:35:32,succès,2910.9,209934
LOG_004327,PIPE_VEN_07,Ventes,2024-09-01 14:50:10,succès,2732.3,1863351
LOG_002312,PIPE_FIN_07,Finance,2024-09-01 15:06:35,succès,1733.4,1798786
LOG_003622,PIPE_FIN_02,Finance,2024-09-01 15:19:59,avertissement,3438.4,1611981
LOG_001128,PIPE_VEN_09,Ventes,2024-09-01 15:27:24,échec,83.8,0
LOG_004917,PIPE_MAR_03,Marketing,2024-09-01 15:45:25,succès,3162.0,1319943
LOG_002197,PIPE_FIN_04,Finance,2024-09-01 16:00:13,succès,238.0,64880
LOG_002360,PIPE_VEN_03,Ventes,2024-09-01 16:10:10,succès,687.3,651323
LOG_002606,PIPE_VEN_01,Ventes,2024-09-01 16:41:41,succès,2798.9,1792414
LOG_002548,PIPE_RH_06,RH,2024-09-01 17:03:26,succès,2285.4,830171
LOG_005416,PIPE_FIN_10,Finance,2024-09-01 17:05:54,échec,103.4,0
LOG_006700,PIPE_RH_03,RH,2024-09-01 17:26:28,succès,1940.8,579994
LOG_008686,PIPE_RH_07,RH,2024-09-01 17:38:14,succès,1431.9,1238992
LOG_004588,PIPE_FIN_03,Finance,2024-09-01 17:47:43,succès,2922.7,1114744
LOG_000149,PIPE_MAR_10,Marketing,2024-09-01 18:15:34,échec,22.4,0
LOG_006866,PIPE_FIN_04,Finance,2024-09-01 18:15:41,succès,3267.2,1296813
LOG_002087,PIPE_RH_01,RH,2024-09-01 18:51:49,succès,3491.6,287357
LOG_000855,PIPE_RH_07,RH,2024-09-01 19:12:26,succès,2075.8,236092
LOG_009959,PIPE_MAR_02,Marketing,2024-09-01 19:27:16,succès,564.3,548064
LOG_003705,PIPE_VEN_02,Ventes,2024-09-01 20:07:09,avertissement,2202.6,914852
LOG_007433,PIPE_VEN_01,Ventes,2024-09-01 20:29:32,succès,1154.3,735529
LOG_009147,PIPE_FIN_08,Finance,2024-09-01 20:35:06,échec,51.7,0
LOG_007225,PIPE_FIN_09,Finance,2024-09-01 21:04:33,succès,1447.7,1610399
LOG_005273,PIPE_RH_01,RH,2024-09-01 21:52:20,succès,1601.4,1594213
LOG_001039,PIPE_VEN_07,Ventes,2024-09-01 23:02:39,succès,2464.3,1144903
LOG_009317,PIPE_MAR_03,Marketing,2024-09-01 23:57:38,succès,2543.4,651962
