score_id,table_id,nom,domaine,semaine,completude,unicite,validite,score_global,alerte
SCR_0001060,TBL_0040,rh_impression_40,RH,2024-33,83.0,92.9,90.6,88.8,False
SCR_0001061,TBL_0040,rh_impression_40,RH,2024-34,88.9,91.6,82.5,87.7,False
SCR_0001062,TBL_0040,rh_impression_40,RH,2024-35,83.7,87.7,94.7,88.7,False
SCR_0001063,TBL_0040,rh_impression_40,RH,2024-36,80.2,92.7,92.5,88.5,False
SCR_0001064,TBL_0040,rh_impression_40,RH,2024-37,92.3,88.8,91.6,90.9,False
SCR_0001065,TBL_0040,rh_impression_40,RH,2024-38,94.1,88.1,80.3,87.5,False
SCR_0001066,TBL_0040,rh_impression_40,RH,2024-39,77.5,92.1,78.6,82.7,False
SCR_0001067,TBL_0040,rh_impression_40,RH,2024-40,83.5,91.3,88.9,87.9,False
SCR_0001068,TBL_0040,rh_impression_40,RH,2024-41,86.7,90.7,94.4,90.6,False
SCR_0001069,TBL_0040,rh_impression_40,RH,2024-42,81.2,88.0,84.1,84.4,False
SCR_0001070,TBL_0040,rh_impression_40,RH,2024-43,88.3,92.7,90.3,90.4,False
SCR_0001071,TBL_0040,rh_impression_40,RH,2024-44,89.7,86.5,96.3,90.8,False
SCR_0001072,TBL_0040,rh_impression_40,RH,2024-45,91.1,92.2,96.9,93.4,False
SCR_0001073,TBL_0040,rh_impression_40,RH,2024-46,78.4,88.4,84.3,83.7,False
SCR_0001074,TBL_0040,rh_impression_40,RH,2024-47,87.9,86.8,91.8,88.8,False
SCR_0001075,TBL_0040,rh_impression_40,RH,2024-48,90.5,92.1,89.4,90.7,False
SCR_0001076,TBL_0040,rh_impression_40,RH,2024-49,81.0,87.5,94.2,87.6,False
SCR_0001077,TBL_0040,rh_impression_40,RH,2024-50,88.1,89.9,85.9,88.0,False
SCR_0001078,TBL_0040,rh_impression_40,RH,2024-51,76.9,86.8,97.6,87.1,False
SCR_0001079,TBL_0040,rh_impression_40,RH,2024-52,79.9,90.6,93.0,87.8,False
SCR_0001080,TBL_0040,rh_impression_40,RH,2024-53,80.0,90.6,92.7,87.8,False
SCR_0001081,TBL_0041,rh_partir_41,RH,2024-27,85.0,98.6,79.7,87.8,False
SCR_0001082,TBL_0041,rh_partir_41,RH,2024-28,89.2,89.5,91.9,90.2,False
SCR_0001083,TBL_0041,rh_partir_41,RH,2024-29,86.8,87.8,89.1,87.9,False
SCR_0001084,TBL_0041,rh_partir_41,RH,2024-30,77.6,91.8,89.5,86.3,False
SCR_0001085,TBL_0041,rh_partir_41,RH,2024-31,87.6,93.2,89.8,90.2,False
SCR_0001086,TBL_0041,rh_partir_41,RH,2024-32,85.6,87.4,84.4,85.8,False
SCR_0001087,TBL_0041,rh_partir_41,RH,2024-33,89.7,94.3,86.8,90.3,False
SCR_0001088,TBL_0041,rh_partir_41,RH,2024-34,85.2,87.3,93.9,88.8,False
SCR_0001089,TBL_0041,rh_partir_41,RH,2024-35,87.7,95.8,83.6,89.0,False
SCR_0001090,TBL_0041,rh_partir_41,RH,2024-36,83.5,90.7,91.2,88.5,False
SCR_0001091,TBL_0041,rh_partir_41,RH,2024-37,84.1,87.4,92.4,88.0,False
SCR_0001092,TBL_0041,rh_partir_41,RH,2024-38,87.9,87.3,94.8,90.0,False
SCR_0001093,TBL_0041,rh_partir_41,RH,2024-39,89.7,90.4,88.4,89.5,False
SCR_0001094,TBL_0041,rh_partir_41,RH,2024-40,87.2,87.4,88.2,87.6,False
SCR_0001095,TBL_0041,rh_partir_41,RH,2024-41,76.4,92.6,80.2,83.1,False
SCR_0001096,TBL_0041,rh_partir_41,RH,2024-42,91.0,89.0,86.9,89.0,False
SCR_0001097,TBL_0041,rh_partir_41,RH,2024-43,82.5,89.1,95.1,88.9,False
SCR_0001098,TBL_0041,rh_partir_41,RH,2024-44,75.0,93.8,89.7,86.2,False
SCR_0001099,TBL_0041,rh_partir_41,RH,2024-45,80.2,86.8,96.4,87.8,False
SCR_0001100,TBL_0041,rh_partir_41,RH,2024-46,81.2,86.5,93.7,87.1,False
SCR_0001101,TBL_0041,rh_partir_41,RH,2024-47,86.4,87.2,89.1,87.6,False
SCR_0001102,TBL_0041,rh_partir_41,RH,2024-48,80.9,93.3,93.3,89.2,False
SCR_0001103,TBL_0041,rh_partir_41,RH,2024-49,87.1,91.1,96.8,91.7,False
SCR_0001104,TBL_0041,rh_partir_41,RH,2024-50,85.0,86.5,90.2,87.2,False
SCR_0001105,TBL_0041,rh_partir_41,RH,2024-51,93.3,87.0,86.2,88.8,False
SCR_0001106,TBL_0041,rh_partir_41,RH,2024-52,86.7,89.8,83.1,86.5,False
SCR_0001107,TBL_0041,rh_partir_41,RH,2024-53,89.5,97.0,89.0,91.8,False
SCR_0001108,TBL_0042,rh_jour_42,RH,2024-27,81.4,85.4,89.3,85.4,False
SCR_0001109,TBL_0042,rh_jour_42,RH,2024-28,89.4,91.4,88.0,89.6,False
SCR_0001110,TBL_0042,rh_jour_42,RH,2024-29,82.6,86.7,92.2,87.2,False
SCR_0001111,TBL_0042,rh_jour_42,RH,2024-30,88.7,85.4,95.9,90.0,False
SCR_0001112,TBL_0042,rh_jour_42,RH,2024-31,87.3,94.2,81.3,87.6,False
SCR_0001113,TBL_0042,rh_jour_42,RH,2024-32,79.5,89.6,90.5,86.5,False
SCR_0001114,TBL_0042,rh_jour_42,RH,2024-33,92.2,92.1,86.8,90.4,False
SCR_0001115,TBL_0042,rh_jour_42,RH,2024-34,80.9,93.7,83.2,85.9,False
SCR_0001116,TBL_0042,rh_jour_42,RH,2024-35,91.5,89.1,96.0,92.2,False
SCR_0001117,TBL_0042,rh_jour_42,RH,2024-36,87.7,89.6,85.4,87.6,False
SCR_0001118,TBL_0042,rh_jour_42,RH,2024-37,83.6,91.3,88.4,87.8,False
SCR_0001119,TBL_0042,rh_jour_42,RH,2024-38,82.6,89.5,88.4,86.8,False
SCR_0001120,TBL_0042,rh_jour_42,RH,2024-39,76.5,91.4,83.1,83.7,False
SCR_0001121,TBL_0042,rh_jour_42,RH,2024-40,80.4,84.9,79.0,81.4,False
SCR_0001122,TBL_0042,rh_jour_42,RH,2024-41,79.6,87.9,97.8,88.4,False
SCR_0001123,TBL_0042,rh_jour_42,RH,2024-42,82.9,90.5,90.0,87.8,False
SCR_0001124,TBL_0042,rh_jour_42,RH,2024-43,85.5,89.8,82.0,85.8,False
SCR_0001125,TBL_0042,rh_jour_42,RH,2024-44,90.8,95.4,79.6,88.6,False
SCR_0001126,TBL_0042,rh_jour_42,RH,2024-45,80.9,89.2,83.2,84.4,False
SCR_0001127,TBL_0042,rh_jour_42,RH,2024-46,87.0,87.8,98.8,91.2,False
SCR_0001128,TBL_0042,rh_jour_42,RH,2024-47,89.8,90.6,93.1,91.2,False
SCR_0001129,TBL_0042,rh_jour_42,RH,2024-48,89.4,88.3,83.9,87.2,False
SCR_0001130,TBL_0042,rh_jour_42,RH,2024-49,85.3,92.6,88.7,88.9,False
SCR_0001131,TBL_0042,rh_jour_42,RH,2024-50,78.7,87.6,87.6,84.6,False
SCR_0001132,TBL_0042,rh_jour_42,RH,2024-51,84.7,95.9,81.1,87.2,False
SCR_0001133,TBL_0042,rh_jour_42,RH,2024-52,87.0,94.5,99.4,93.6,False
SCR_0001134,TBL_0042,rh_jour_42,RH,2024-53,83.4,91.5,90.8,88.6,False
SCR_0001135,TBL_0043,rh_mince_43,RH,2024-27,85.8,89.7,90.2,88.6,False
SCR_0001136,TBL_0043,rh_mince_43,RH,2024-28,74.9,92.0,88.6,85.2,False
SCR_0001137,TBL_0043,rh_mince_43,RH,2024-29,84.1,96.1,84.6,88.3,False
SCR_0001138,TBL_0043,rh_mince_43,RH,2024-30,83.4,96.0,83.8,87.7,False
SCR_0001139,TBL_0043,rh_mince_43,RH,2024-31,82.8,89.6,92.2,88.2,False
SCR_0001140,TBL_0043,rh_mince_43,RH,2024-32,85.8,86.1,85.3,85.7,False
SCR_0001141,TBL_0043,rh_mince_43,RH,2024-33,82.6,89.8,90.1,87.5,False
SCR_0001142,TBL_0043,rh_mince_43,RH,2024-34,86.7,84.7,93.3,88.2,False
SCR_0001143,TBL_0043,rh_mince_43,RH,2024-35,86.0,94.2,90.2,90.1,False
SCR_0001144,TBL_0043,rh_mince_43,RH,2024-36,89.4,91.4,94.7,91.8,False
SCR_0001145,TBL_0043,rh_mince_43,RH,2024-37,87.1,89.7,99.4,92.1,False
SCR_0001146,TBL_0043,rh_mince_43,RH,2024-38,88.6,91.7,81.6,87.3,False
SCR_0001147,TBL_0043,rh_mince_43,RH,2024-39,79.8,90.9,88.7,86.5,False
SCR_0001148,TBL_0043,rh_mince_43,RH,2024-40,82.5,90.4,95.9,89.6,False
SCR_0001149,TBL_0043,rh_mince_43,RH,2024-41,87.8,86.6,87.4,87.3,False
SCR_0001150,TBL_0043,rh_mince_43,RH,2024-42,81.8,88.8,85.9,85.5,False
SCR_0001151,TBL_0043,rh_mince_43,RH,2024-43,83.1,86.2,87.4,85.6,False
SCR_0001152,TBL_0043,rh_mince_43,RH,2024-44,82.8,81.2,98.3,87.4,False
SCR_0001153,TBL_0043,rh_mince_43,RH,2024-45,89.4,88.9,88.1,88.8,False
SCR_0001154,TBL_0043,rh_mince_43,RH,2024-46,80.3,95.1,97.5,91.0,False
SCR_0001155,TBL_0043,rh_mince_43,RH,2024-47,85.6,93.1,88.9,89.2,False
SCR_0001156,TBL_0043,rh_mince_43,RH,2024-48,79.7,88.8,88.7,85.7,False
SCR_0001157,TBL_0043,rh_mince_43,RH,2024-49,83.2,89.3,87.5,86.7,False
SCR_0001158,TBL_0043,rh_mince_43,RH,2024-50,84.7,90.2,82.7,85.9,False
SCR_0001159,TBL_0043,rh_mince_43,RH,2024-51,82.1,86.1,92.9,87.0,False
SCR_0001160,TBL_0043,rh_mince_43,RH,2024-52,76.6,93.5,94.9,88.3,False
SCR_0001161,TBL_0043,rh_mince_43,RH,2024-53,83.8,82.2,86.2,84.1,False
SCR_0001162,TBL_0044,rh_mille_44,RH,2024-27,89.7,92.0,89.4,90.4,False
SCR_0001163,TBL_0044,rh_mille_44,RH,2024-28,96.1,97.0,87.4,93.5,False
SCR_0001164,TBL_0044,rh_mille_44,RH,2024-29,83.6,94.0,90.9,89.5,False
SCR_0001165,TBL_0044,rh_mille_44,RH,2024-30,92.0,93.4,94.6,93.3,False
SCR_0001166,TBL_0044,rh_mille_44,RH,2024-31,97.7,97.4,91.8,95.6,False
SCR_0001167,TBL_0044,rh_mille_44,RH,2024-32,89.3,93.9,97.9,93.7,False
SCR_0001168,TBL_0044,rh_mille_44,RH,2024-33,87.5,95.1,92.3,91.6,False
SCR_0001169,TBL_0044,rh_mille_44,RH,2024-34,88.0,90.9,93.6,90.8,False
SCR_0001170,TBL_0044,rh_mille_44,RH,2024-35,89.8,96.5,89.3,91.9,False
SCR_0001171,TBL_0044,rh_mille_44,RH,2024-36,94.9,92.4,100.0,95.8,False
SCR_0001172,TBL_0044,rh_mille_44,RH,2024-37,83.0,96.3,94.4,91.2,False
SCR_0001173,TBL_0044,rh_mille_44,RH,2024-38,86.8,96.3,98.4,93.8,False
SCR_0001174,TBL_0044,rh_mille_44,RH,2024-39,81.1,96.5,79.5,85.7,False
SCR_0001175,TBL_0044,rh_mille_44,RH,2024-40,86.1,99.9,89.1,91.7,False
SCR_0001176,TBL_0044,rh_mille_44,RH,2024-41,85.3,94.4,100.0,93.2,False
SCR_0001177,TBL_0044,rh_mille_44,RH,2024-42,82.7,91.8,99.5,91.3,False
SCR_0001178,TBL_0044,rh_mille_44,RH,2024-43,97.4,94.7,85.8,92.6,False
SCR_0001179,TBL_0044,rh_mille_44,RH,2024-44,98.4,99.8,95.4,97.9,False
SCR_0001180,TBL_0044,rh_mille_44,RH,2024-45,86.8,94.9,91.2,91.0,False
SCR_0001181,TBL_0044,rh_mille_44,RH,2024-46,91.3,99.4,96.4,95.7,False
SCR_0001182,TBL_0044,rh_mille_44,RH,2024-47,85.7,99.1,93.6,92.8,False
SCR_0001183,TBL_0044,rh_mille_44,RH,2024-48,92.7,99.4,86.4,92.8,False
SCR_0001184,TBL_0044,rh_mille_44,RH,2024-49,89.9,93.4,84.2,89.2,False
SCR_0001185,TBL_0044,rh_mille_44,RH,2024-50,91.4,100.0,82.8,91.4,False
SCR_0001186,TBL_0044,rh_mille_44,RH,2024-51,89.9,96.9,92.6,93.1,False
SCR_0001187,TBL_0044,rh_mille_44,RH,2024-52,89.5,91.1,93.2,91.3,False
SCR_0001188,TBL_0044,rh_mille_44,RH,2024-53,87.0,88.4,98.0,91.1,False
SCR_0001189,TBL_0045,rh_garçon_45,RH,2024-27,88.8,90.2,89.1,89.4,False
SCR_0001190,TBL_0045,rh_garçon_45,RH,2024-28,89.3,90.7,92.5,90.8,False
SCR_0001191,TBL_0045,rh_garçon_45,RH,2024-29,83.8,93.9,89.6,89.1,False
SCR_0001192,TBL_0045,rh_garçon_45,RH,2024-30,85.8,86.2,89.4,87.1,False
SCR_0001193,TBL_0045,rh_garçon_45,RH,2024-31,81.7,88.1,83.9,84.6,False
SCR_0001194,TBL_0045,rh_garçon_45,RH,2024-32,80.7,96.4,94.7,90.6,False
SCR_0001195,TBL_0045,rh_garçon_45,RH,2024-33,92.7,86.3,88.4,89.1,False
SCR_0001196,TBL_0045,rh_garçon_45,RH,2024-34,79.8,87.9,83.4,83.7,False
SCR_0001197,TBL_0045,rh_garçon_45,RH,2024-35,90.0,88.8,93.3,90.7,False
SCR_0001198,TBL_0045,rh_garçon_45,RH,2024-36,87.4,96.9,80.6,88.3,False
SCR_0001199,TBL_0045,rh_garçon_45,RH,2024-37,90.0,93.4,83.1,88.8,False
SCR_0001200,TBL_0045,rh_garçon_45,RH,2024-38,89.0,91.0,86.9,89.0,False
SCR_0001201,TBL_0045,rh_garçon_45,RH,2024-39,81.7,87.8,98.2,89.2,False
SCR_0001202,TBL_0045,rh_garçon_45,RH,2024-40,85.0,92.3,84.0,87.1,False
SCR_0001203,TBL_0045,rh_garçon_45,RH,2024-41,81.9,93.2,81.3,85.5,False
SCR_0001204,TBL_0045,rh_garçon_45,RH,2024-42,83.3,90.1,88.6,87.3,False
SCR_0001205,TBL_0045,rh_garçon_45,RH,2024-43,84.3,91.2,91.5,89.0,False
SCR_0001206,TBL_0045,rh_garçon_45,RH,2024-44,87.9,87.0,86.6,87.2,False
SCR_0001207,TBL_0045,rh_garçon_45,RH,2024-45,89.8,92.7,81.1,87.9,False
SCR_0001208,TBL_0045,rh_garçon_45,RH,2024-46,86.4,84.1,88.2,86.2,False
SCR_0001209,TBL_0045,rh_garçon_45,RH,2024-47,92.6,87.2,83.8,87.9,False
SCR_0001210,TBL_0045,rh_garçon_45,RH,2024-48,88.1,85.4,84.8,86.1,False
SCR_0001211,TBL_0045,rh_garçon_45,RH,2024-49,87.4,88.1,86.8,87.4,False
SCR_0001212,TBL_0045,rh_garçon_45,RH,2024-50,88.0,91.3,89.3,89.5,False
SCR_0001213,TBL_0045,rh_garçon_45,RH,2024-51,83.6,91.1,87.4,87.4,False
SCR_0001214,TBL_0045,rh_garçon_45,RH,2024-52,86.8,88.5,87.1,87.5,False
SCR_0001215,TBL_0045,rh_garçon_45,RH,2024-53,81.0,89.9,83.9,84.9,False
SCR_0001216,TBL_0046,rh_haut_46,RH,2024-27,85.5,95.8,93.1,91.5,False
SCR_0001217,TBL_0046,rh_haut_46,RH,2024-28,93.1,93.7,94.0,93.6,False
SCR_0001218,TBL_0046,rh_haut_46,RH,2024-29,92.2,96.3,87.9,92.1,False
SCR_0001219,TBL_0046,rh_haut_46,RH,2024-30,90.6,96.1,92.0,92.9,False
SCR_0001220,TBL_0046,rh_haut_46,RH,2024-31,81.7,95.5,100.0,92.4,False
SCR_0001221,TBL_0046,rh_haut_46,RH,2024-32,88.6,92.8,93.9,91.8,False
SCR_0001222,TBL_0046,rh_haut_46,RH,2024-33,91.2,98.6,85.7,91.8,False
SCR_0001223,TBL_0046,rh_haut_46,RH,2024-34,92.9,96.8,91.3,93.7,False
SCR_0001224,TBL_0046,rh_haut_46,RH,2024-35,91.4,98.1,96.4,95.3,False
SCR_0001225,TBL_0046,rh_haut_46,RH,2024-36,85.4,97.5,91.7,91.5,False
SCR_0001226,TBL_0046,rh_haut_46,RH,2024-37,90.3,95.2,91.2,92.2,False
SCR_0001227,TBL_0046,rh_haut_46,RH,2024-38,94.8,94.7,86.4,92.0,False
SCR_0001228,TBL_0046,rh_haut_46,RH,2024-39,88.4,95.5,98.1,94.0,False
SCR_0001229,TBL_0046,rh_haut_46,RH,2024-40,92.4,92.4,100.0,94.9,False
SCR_0001230,TBL_0046,rh_haut_46,RH,2024-41,91.1,98.8,91.2,93.7,False
SCR_0001231,TBL_0046,rh_haut_46,RH,2024-42,92.1,97.5,98.1,95.9,False
SCR_0001232,TBL_0046,rh_haut_46,RH,2024-43,94.2,97.6,90.4,94.1,False
SCR_0001233,TBL_0046,rh_haut_46,RH,2024-44,87.7,96.0,96.7,93.5,False
SCR_0001234,TBL_0046,rh_haut_46,RH,2024-45,89.1,98.2,99.3,95.5,False
SCR_0001235,TBL_0046,rh_haut_46,RH,2024-46,86.3,92.5,91.3,90.0,False
SCR_0001236,TBL_0046,rh_haut_46,RH,2024-47,91.2,93.4,98.8,94.5,False
SCR_0001237,TBL_0046,rh_haut_46,RH,2024-48,91.7,95.1,84.8,90.5,False
SCR_0001238,TBL_0046,rh_haut_46,RH,2024-49,84.7,95.8,81.3,87.3,False
SCR_0001239,TBL_0046,rh_haut_46,RH,2024-50,94.1,94.5,100.0,96.2,False
SCR_0001240,TBL_0046,rh_haut_46,RH,2024-51,99.2,94.5,91.5,95.1,False
SCR_0001241,TBL_0046,rh_haut_46,RH,2024-52,94.0,100.0,83.8,92.6,False
SCR_0001242,TBL_0046,rh_haut_46,RH,2024-53,82.9,93.1,94.9,90.3,False
SCR_0001243,TBL_0047,rh_quelque_47,RH,2024-27,92.0,98.2,86.0,92.1,False
SCR_0001244,TBL_0047,rh_quelque_47,RH,2024-28,80.7,97.6,87.9,88.7,False
SCR_0001245,TBL_0047,rh_quelque_47,RH,2024-29,81.9,95.4,96.0,91.1,False
SCR_0001246,TBL_0047,rh_quelque_47,RH,2024-30,89.5,93.6,91.2,91.4,False
SCR_0001247,TBL_0047,rh_quelque_47,RH,2024-31,88.5,91.0,88.4,89.3,False
SCR_0001248,TBL_0047,rh_quelque_47,RH,2024-32,92.1,96.0,92.8,93.6,False
SCR_0001249,TBL_0047,rh_quelque_47,RH,2024-33,86.0,94.5,81.1,87.2,False
SCR_0001250,TBL_0047,rh_quelque_47,RH,2024-34,90.7,99.3,84.6,91.5,False
SCR_0001251,TBL_0047,rh_quelque_47,RH,2024-35,87.7,96.0,98.3,94.0,False
SCR_0001252,TBL_0047,rh_quelque_47,RH,2024-36,88.2,92.9,82.2,87.8,False
SCR_0001253,TBL_0047,rh_quelque_47,RH,2024-37,90.4,100.0,93.4,94.6,False
SCR_0001254,TBL_0047,rh_quelque_47,RH,2024-38,89.9,96.0,91.9,92.6,False
SCR_0001255,TBL_0047,rh_quelque_47,RH,2024-39,86.7,97.5,93.1,92.4,False
SCR_0001256,TBL_0047,rh_quelque_47,RH,2024-40,90.1,92.1,98.5,93.6,False
SCR_0001257,TBL_0047,rh_quelque_47,RH,2024-41,92.7,93.3,97.0,94.3,False
SCR_0001258,TBL_0047,rh_quelque_47,RH,2024-42,88.0,92.7,88.2,89.6,False
SCR_0001259,TBL_0047,rh_quelque_47,RH,2024-43,82.9,96.4,82.8,87.4,False
SCR_0001260,TBL_0047,rh_quelque_47,RH,2024-44,85.1,88.8,91.6,88.5,False
SCR_0001261,TBL_0047,rh_quelque_47,RH,2024-45,89.4,94.0,86.8,90.1,False
SCR_0001262,TBL_0047,rh_quelque_47,RH,2024-46,85.3,96.4,89.2,90.3,False
SCR_0001263,TBL_0047,rh_quelque_47,RH,2024-47,91.3,92.3,92.9,92.2,False
SCR_0001264,TBL_0047,rh_quelque_47,RH,2024-48,95.2,96.8,89.9,94.0,False
SCR_0001265,TBL_0047,rh_quelque_47,RH,2024-49,91.0,94.3,92.0,92.4,False
SCR_0001266,TBL_0047,rh_quelque_47,RH,2024-50,88.7,94.5,93.1,92.1,False
SCR_0001267,TBL_0047,rh_quelque_47,RH,2024-51,86.0,92.0,85.1,87.7,False
SCR_0001268,TBL_0047,rh_quelque_47,RH,2024-52,83.6,91.3,92.8,89.2,False
SCR_0001269,TBL_0047,rh_quelque_47,RH,2024-53,86.4,96.5,92.2,91.7,False
SCR_0001270,TBL_0048,rh_depuis_48,RH,2024-27,77.1,92.0,92.1,87.1,False
SCR_0001271,TBL_0048,rh_depuis_48,RH,2024-28,81.0,91.3,83.7,85.3,False
SCR_0001272,TBL_0048,rh_depuis_48,RH,2024-29,85.4,86.2,79.0,83.5,False
SCR_0001273,TBL_0048,rh_depuis_48,RH,2024-30,83.5,89.6,86.0,86.4,False
SCR_0001274,TBL_0048,rh_depuis_48,RH,2024-31,80.3,88.8,89.3,86.1,False
SCR_0001275,TBL_0048,rh_depuis_48,RH,2024-32,84.8,90.5,84.6,86.6,False
SCR_0001276,TBL_0048,rh_depuis_48,RH,2024-33,89.7,86.5,90.4,88.9,False
SCR_0001277,TBL_0048,rh_depuis_48,RH,2024-34,89.7,91.4,87.0,89.4,False
SCR_0001278,TBL_0048,rh_depuis_48,RH,2024-35,82.9,93.1,80.9,85.6,False
SCR_0001279,TBL_0048,rh_depuis_48,RH,2024-36,81.1,88.8,94.2,88.0,False
SCR_0001280,TBL_0048,rh_depuis_48,RH,2024-37,86.5,87.1,86.4,86.7,False
SCR_0001281,TBL_0048,rh_depuis_48,RH,2024-38,82.5,87.9,92.9,87.8,False
SCR_0001282,TBL_0048,rh_depuis_48,RH,2024-39,79.5,94.8,92.1,88.8,False
SCR_0001283,TBL_0048,rh_depuis_48,RH,2024-40,89.4,88.6,87.3,88.4,False
SCR_0001284,TBL_0048,rh_depuis_48,RH,2024-41,79.3,88.4,90.5,86.1,False
SCR_0001285,TBL_0048,rh_depuis_48,RH,2024-42,90.2,86.7,86.2,87.7,False
SCR_0001286,TBL_0048,rh_depuis_48,RH,2024-43,84.4,85.8,91.0,87.1,False
SCR_0001287,TBL_0048,rh_depuis_48,RH,2024-44,82.1,89.4,85.7,85.7,False
SCR_0001288,TBL_0048,rh_depuis_48,RH,2024-45,81.8,90.0,86.9,86.2,False
SCR_0001289,TBL_0048,rh_depuis_48,RH,2024-46,83.5,87.8,89.6,87.0,False
SCR_0001290,TBL_0048,rh_depuis_48,RH,2024-47,91.6,90.4,93.0,91.7,False
SCR_0001291,TBL_0048,rh_depuis_48,RH,2024-48,79.4,90.5,82.5,84.1,False
SCR_0001292,TBL_0048,rh_depuis_48,RH,2024-49,79.1,87.8,94.0,87.0,False
SCR_0001293,TBL_0048,rh_depuis_48,RH,2024-50,88.8,90.7,80.3,86.6,False
SCR_0001294,TBL_0048,rh_depuis_48,RH,2024-51,84.2,90.9,88.9,88.0,False
SCR_0001295,TBL_0048,rh_depuis_48,RH,2024-52,77.6,87.3,87.7,84.2,False
SCR_0001296,TBL_0048,rh_depuis_48,RH,2024-53,87.1,83.4,87.2,85.9,False
SCR_0001297,TBL_0049,rh_petit_49,RH,2024-27,75.6,90.5,83.5,83.2,False
SCR_0001298,TBL_0049,rh_petit_49,RH,2024-28,77.3,85.6,70.5,77.8,True
SCR_0001299,TBL_0049,rh_petit_49,RH,2024-29,73.4,91.0,87.0,83.8,False
SCR_0001300,TBL_0049,rh_petit_49,RH,2024-30,77.8,89.3,81.9,83.0,False
SCR_0001301,TBL_0049,rh_petit_49,RH,2024-31,72.8,87.6,88.3,82.9,False
SCR_0001302,TBL_0049,rh_petit_49,RH,2024-32,71.2,92.8,78.4,80.8,False
SCR_0001303,TBL_0049,rh_petit_49,RH,2024-33,80.3,83.8,82.9,82.3,False
SCR_0001304,TBL_0049,rh_petit_49,RH,2024-34,72.1,83.8,81.1,79.0,True
SCR_0001305,TBL_0049,rh_petit_49,RH,2024-35,79.0,85.5,72.5,79.0,True
SCR_0001306,TBL_0049,rh_petit_49,RH,2024-36,74.6,87.7,82.7,81.7,False
SCR_0001307,TBL_0049,rh_petit_49,RH,2024-37,78.8,87.8,89.3,85.3,False
SCR_0001308,TBL_0049,rh_petit_49,RH,2024-38,75.9,87.0,71.9,78.3,True
SCR_0001309,TBL_0049,rh_petit_49,RH,2024-39,73.9,87.0,84.8,81.9,False
SCR_0001310,TBL_0049,rh_petit_49,RH,2024-40,76.8,84.5,80.9,80.7,False
SCR_0001311,TBL_0049,rh_petit_49,RH,2024-41,77.7,92.6,84.4,84.9,False
SCR_0001312,TBL_0049,rh_petit_49,RH,2024-42,78.0,88.2,81.9,82.7,False
SCR_0001313,TBL_0049,rh_petit_49,RH,2024-43,80.0,84.0,78.3,80.8,False
SCR_0001314,TBL_0049,rh_petit_49,RH,2024-44,71.9,89.1,86.2,82.4,False
SCR_0001315,TBL_0049,rh_petit_49,RH,2024-45,72.6,80.8,77.9,77.1,True
SCR_0001316,TBL_0049,rh_petit_49,RH,2024-46,78.7,89.6,82.1,83.5,False
SCR_0001317,TBL_0049,rh_petit_49,RH,2024-47,73.9,84.2,82.6,80.2,False
SCR_0001318,TBL_0049,rh_petit_49,RH,2024-48,71.7,94.6,82.9,83.1,False
SCR_0001319,TBL_0049,rh_petit_49,RH,2024-49,72.7,86.2,79.5,79.5,True
SCR_0001320,TBL_0049,rh_petit_49,RH,2024-50,74.0,91.4,80.9,82.1,False
SCR_0001321,TBL_0049,rh_petit_49,RH,2024-51,72.1,93.7,80.2,82.0,False
SCR_0001322,TBL_0049,rh_petit_49,RH,2024-52,78.1,86.2,81.8,82.0,False
SCR_0001323,TBL_0049,rh_petit_49,RH,2024-53,76.2,82.3,90.1,82.9,False
SCR_0001324,TBL_0050,rh_goût_50,RH,2024-27,95.2,93.8,86.5,91.8,False
SCR_0001325,TBL_0050,rh_goût_50,RH,2024-28,91.4,95.3,93.8,93.5,False
SCR_0001326,TBL_0050,rh_goût_50,RH,2024-29,90.8,96.5,99.2,95.5,False
SCR_0001327,TBL_0050,rh_goût_50,RH,2024-30,92.3,91.9,98.8,94.3,False
SCR_0001328,TBL_0050,rh_goût_50,RH,2024-31,96.6,100.0,86.4,94.3,False
SCR_0001329,TBL_0050,rh_goût_50,RH,2024-32,91.0,88.8,94.8,91.5,False
SCR_0001330,TBL_0050,rh_goût_50,RH,2024-33,87.8,100.0,88.1,92.0,False
SCR_0001331,TBL_0050,rh_goût_50,RH,2024-34,83.2,93.6,82.1,86.3,False
SCR_0001332,TBL_0050,rh_goût_50,RH,2024-35,93.0,88.8,92.1,91.3,False
SCR_0001333,TBL_0050,rh_goût_50,RH,2024-36,81.7,94.0,100.0,91.9,False
SCR_0001334,TBL_0050,rh_goût_50,RH,2024-37,91.4,92.4,91.8,91.9,False
SCR_0001335,TBL_0050,rh_goût_50,RH,2024-38,90.1,96.4,85.2,90.6,False
SCR_0001336,TBL_0050,rh_goût_50,RH,2024-39,92.4,86.9,88.9,89.4,False
SCR_0001337,TBL_0050,rh_goût_50,RH,2024-40,88.0,96.9,92.1,92.3,False
SCR_0001338,TBL_0050,rh_goût_50,RH,2024-41,84.4,92.0,93.0,89.8,False
SCR_0001339,TBL_0050,rh_goût_50,RH,2024-42,89.7,93.3,89.6,90.9,False
SCR_0001340,TBL_0050,rh_goût_50,RH,2024-43,92.8,93.4,91.6,92.6,False
SCR_0001341,TBL_0050,rh_goût_50,RH,2024-44,98.7,90.7,82.7,90.7,False
SCR_0001342,TBL_0050,rh_goût_50,RH,2024-45,93.1,93.0,90.4,92.2,False
